Survived,Sex,Type,Big_Family,Baby,Elder,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Military,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Title_Royal,Family_Survival_0.0,Family_Survival_0.5,Family_Survival_1.0,Age,Fare
0.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1.6729636911318138,-0.09245921542279635
1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.6512294143917412,-0.7580215963410322
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.48160591430012,-0.31391788049362945
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.531685567813282
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.7495767173752707,-0.12936899293460186
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.4665520196404325,-0.44310210178494874
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.31391788049362945
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.07242626995380579,-0.18288817032671983
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7127885459755108,-0.555521902130406
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.7127885459755108,-0.5169216568085598
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.17381025638127234,-0.31391788049362945
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.5630588786983167
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.5556769231959556
0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.7495767173752707,1.1255634424667857
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.4200467827163505,-0.5150761679329695
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.48160591430012,-0.5538314343203653
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.31866279628888394,0.8507406210693842
0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1.365168033212966,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5538314343203653
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.17381025638127234,-0.70285466102428
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.8576410858831223,0.8708859776353277
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.11225112479750282,-0.49477579030147645
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.564899322623962,-0.591663956269966
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.17381025638127234,-0.7138771509152222
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.8355709209067949,1.8342311706934518
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.11225112479750282,1.0394406282725728
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.19554453312134484,8.36595518415911
1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.1189315068778878,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5169216568085598
1.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.7743476775592801,-0.7580215963410322
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.242049770045427,0.8708859776353277
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5033401910401926,-1.0890232082415452
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5169216568085598
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.25710366470511437,-0.31391788049362945
0.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.9740789669702763,-0.670492695384465
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.4200467827163505,-0.5150761679329695
1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1.6114045595480442,2.687154612695424
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.19554453312134484,1.4140742548544403
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.3036089016291965,0.05517989462442571
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.4200467827163505,-1.0890232082415452
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.564899322623962,-0.3692825467613377
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.31866279628888394,1.1034175759597022
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5169216568085598
1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.9192002174668918,0.8292591305575131
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.8111358489590402,-0.5169216568085598
0.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.3036089016291965,-1.0890232082415452
0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.528111151224202,-0.7306907848977667
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.19554453312134484,-0.5907412118321708
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2.0423184806344308,-0.5169216568085598
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.5092296591750995
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.9740789669702763,-0.3877374355172405
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.49477579030147645
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,0.8302852223723416
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.07242626995380579,-0.4495613128495147
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.3877374355172405
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.5061587656861173
1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6264584542077316,-0.12936899293460186
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.604724177467659,-0.5169216568085598
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.35848765113258096,0.8512007629623646
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.7894015722189677,2.2726897997116917
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.25710366470511437,-0.13859643731255325
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.48160591430012,-0.43572014628258765
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.48160591430012,-0.5061587656861173
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,0.9573139126569714
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.5123854800920048,-0.5553668810648564
0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1.8359068091430497,0.7755357190631635
1.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,1.1624732199785912
1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.1189315068778878,5.001601896787863
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5169216568085598
1.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.3036089016291965,-0.5169216568085598
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.7894015722189677,-1.0890232082415452
1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.17735170369994907
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
1.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1.9023906712535208,0.7755357190631635
1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1.7127885459755108,0.9573157581458471
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.9125198353865067,1.5906266391155357
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.11225112479750282,-0.2031885479582129
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.11225112479750282,1.0122208976835334
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.48160591430012,0.9572130259317723
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.8509607038027373,1.677891898804161
0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.35848765113258096,-0.12936899293460186
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.5061587656861173
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.6880175857915011,-0.44310210178494874
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.35848765113258096,-0.5092296591750995
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.48160591430012,-0.12936899293460186
0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.365168033212966,-0.05554943791099084
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.050691993213733286,1.9535733998112483
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.5033401910401926,0.8967228218935913
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.5538314343203653
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.29692851954881144,-0.5061587656861173
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.11225112479750282,-0.17735170369994907
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.604724177467659,-0.37543417634663867
0.0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.3036089016291965,-0.6222822944331683
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.25710366470511437,1.4140742548544403
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.7960819542993527,-0.6285737337817715
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.25710366470511437,-0.12936899293460186
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.050691993213733286,-0.5839744192883398
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.9740789669702763,1.050976164070929
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.7127885459755108,-0.5169216568085598
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8419154147509249,1.0148341099313691
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.38022192787265346,2.687154612695424
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.9740789669702763,-0.424647213029046
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.8355709209067949,3.843968556211262
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.17381025638127234,1.369167974044702
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.564899322623962,0.8967228218935913
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.8111358489590402,-0.49477579030147645
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8111358489590402,1.5315709950966465
1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.8359068091430497,-0.4492537313702497
1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.48160591430012,2.1467339536267387
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.4200467827163505,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.25710366470511437,-0.12936899293460186
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.48160591430012,-0.12936899293460186
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5033401910401926,-0.12936899293460186
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.8355709209067949,-0.49477579030147645
1.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.7743476775592801,-0.6977795666164069
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.6264584542077316,-0.4495613128495147
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.5431650458838896,-0.40803781314873355
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,1.494661217584841
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-1.0356380985540459,-0.5553668810648564
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.4200467827163505,-0.43202916853140705
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5556769231959556
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.3877374355172405
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.604724177467659,0.9410145549077581
0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.38022192787265346,-0.12936899293460186
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5073841702995092
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5073841702995092
0.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.5033401910401926,-0.7457622773817539
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.17381025638127234,-0.06585464779228692
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.8111358489590402,-0.555521902130406
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.19554453312134484,-0.5685953453250875
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.3036089016291965,-0.5169216568085598
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.5538314343203653
1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1.7345228227155831,1.68843754952182
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8355709209067949,-0.5553668810648564
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.7127885459755108,-0.5169216568085598
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.48160591430012,1.468824373326577
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.4200467827163505,0.9573176036347225
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8509607038027373,-0.6095061427191727
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.49477579030147645
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.604724177467659,1.4140742548544403
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7743476775592801,-0.7778737838170248
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.8355709209067949,1.9438827377255234
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.604724177467659,-0.5538314343203653
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.29692851954881144,2.0335439692572015
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7278424406351982,-0.792822243709306
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7894015722189677,-0.5150761679329695
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6264584542077316,2.270135643107875
1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.8974659407268193,-0.7016747784698194
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.010867138370036248,-0.5040032346794279
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.19554453312134484,0.8302852223723416
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.8509607038027373,-0.31391788049362945
0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.8974659407268193,-0.6562560669156257
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.25710366470511437,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.518457103553051
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.9125198353865067,-0.2031885479582129
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.25710366470511437,1.1255634424667857
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.5135407211884784
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,-0.5040032346794279
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.5431650458838896,1.6982801568583012
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.48160591430012,-0.6780943519434439
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.604724177467659,-0.5135407211884784
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.050691993213733286,-0.5092296591750995
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.8726949805428097,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.5431650458838896,-0.31391788049362945
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.2353693879650419,-0.1552058371928657
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.441781059456423,-0.5040032346794279
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.35848765113258096,-0.49477579030147645
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.6662833090514286,-0.36374608013456694
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.2353693879650419,-0.5040032346794279
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.7278424406351982,-0.4495613128495147
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.13398540153757532,-0.31391788049362945
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.1804906384616574,-0.5169216568085598
1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.7743476775592801,-0.6276509893439763
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.5150761679329695
0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.7127885459755108,-0.7130351158575863
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5827465540231137
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.07242626995380579,1.1255634424667857
0.0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.3036089016291965,-1.0890232082415452
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7495767173752707,-0.5040032346794279
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8355709209067949,-0.49477579030147645
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.13398540153757532,-0.2893113621524257
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.8509607038027373,-0.12936899293460186
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,-0.12936899293460186
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.3434337564728935,-0.49477579030147656
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5061587656861173
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.6662833090514286,-0.5181544433774541
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.17381025638127234,-0.5076942124306084
0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.2353693879650419,-0.7346893441282124
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.8509607038027373,-0.591663956269966
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5538314343203653
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.2353693879650419,-0.12936899293460186
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.7894015722189677,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5169216568085598
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.010867138370036248,-0.49477579030147645
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.2353693879650419,0.8708859776353277
1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.8355709209067949,-0.49477579030147645
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.6264584542077316,-0.12936899293460186
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.9125198353865067,-0.5630588786983167
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.1189315068778878,0.974233354668383
1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1.0971972301378154,1.1255634424667857
0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.6662833090514286,-0.5815137674542195
1.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.48160591430012,-0.6276509893439763
0.0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.9807593490506614,2.1467339536267387
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.050691993213733286,-0.31391788049362945
1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.8111358489590402,-0.44310210178494874
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.7278424406351982,-0.3877374355172405
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.4200467827163505,-0.5150761679329695
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.2353693879650419,-0.12936899293460186
1.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49016206811250074
1.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1.7127885459755108,0.9252245520882078
1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.1587563617215848,-0.3692825467613377
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.13398540153757532,0.8708859776353277
1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1.6512294143917412,-0.7336134241137432
1.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.242049770045427,1.1624732199785912
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.25710366470511437,-0.5769000452652437
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,0.38490970104838906
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.11225112479750282,0.9594694436636608
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0573723752941184,2.1997929891258763
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.17381025638127234,-0.5061587656861173
0.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2.0423184806344308,0.8708859776353277
1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.8355709209067949,0.8252101279644681
1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.1189315068778878,-0.31391788049362945
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.5169216568085598
1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.9958132437103487,0.8708859776353277
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.13398540153757532,-0.49477579030147645
0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.9342541121265793,1.7530296601674795
0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.9958132437103487,-0.12936899293460186
0.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.3036089016291965,-0.49477579030147645
0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.38022192787265346,-0.5685953453250875
